Date,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground
2/21/1976,"St. Croix, Virgin Islands",Antilles Air,,"St. Thomas, VI - St. Croix, VI",Grumman G-21A seaplane,N4772C,B131,11,5,0
3/1/1976,"Sibiu, Romania",Tarom,,N/A,Ilyushin II-14P,YR-ILO,14803061,9,6,0
3/2/1976,Southeastern Bolivia,TAM (Bolivia),,Camiri - Itaguasurenda,IAI Arava 201,TAM-76,24,22,19,0
3/6/1976,"Near Voronezh, Russia",Aeroflot,,Moscow - Yerevan,Ilyushin IL-18D,CCCP-75408,186009201,120,120,7
3/7/1976,"Igiugig, Alaska",Kodiak Western Alaska Airlines,,"South Nanek, AK - Dillingham, AK",Cessna 207,N91142,20700089,4,4,0
3/7/1976,"San Onofre, California",Sky Haven - Air Taxi,,"Palm Springs, CA - Santa Ana, CA",Cessna 172M,N1631V,N/A,2,2,0
3/18/1976,Havana. Cuba,Cubana de Aviacion,,Training,Antonov An-24B,CU-T879,67302501,5,5,0
4/2/1976,"Near Puerto Asis, Colombia",SATENA,,Florencia - Puerto Asis,Douglas DC-3,FAC-676,N/A,16,5,0
4/5/1976,"Ketchikan, Alaska",Alaska Airlines,60,Juneau - Ketchikan,Boeing B-727-81,N124AS,18821,50,1,0
4/8/1976,"Friday Harbor, Washington",North Sound Aviation,,"Burlington, WA - Friday Harbor, WA",Cessna 207,N1645U,N/A,7,7,0
4/8/1976,"Aspen, Colorado",Royal American - Air Taxi,,"Denver, CO - Aspen, CO",Beechcraft A36,N6061S,N/A,2,2,0
4/14/1976,"Neuquen, Argentina",Yacimientos Petroliferos Fiscales,,N/A,Hawker Siddeley HS-748 2,LV-HHB,1540,34,34,0
4/15/1976,"Palm Desert, California",Chartair - Air Taxi,,"San Diego, CA - Palm Desert, CA",Beech B60,N37D,N/A,6,6,0
4/23/1976,Gulf of Mexico,Petroleum Helicopter,,N/A,Bell 205 A-1 helicopter,N8167J,30090,12,12,0
4/27/1976,"Anaktuvuk, Alaska",Frontier Flying Service - Air Taxi,,"Anaktuvuk, AK - Bettles, AK",Cessna 207,N1707U,N/A,5,5,0
4/27/1976,"St. Thomas, Virgin Islands",American Airlines,625,New York City - Saint Thomas,Boeing B-727-95,N1963,19837/499,88,37,0
5/4/1976,"Near Monze, Zambia",de Havilland Aircraft,,N/A,de Havilland Canada DHC-6 Twin Otter 300,C-GDHA,428,11,11,0
5/5/1976,"Camuigan, Philippines",Philippine Aerotransport,,N/A,Britten-Norman BN-2A-21 Islander,RP-C2140,450,10,4,0
11/23/1976,"Kozani, Greece",OlympiAirways,,Athens - Larisa,NAMC YS-11A-500,SX-BBR,2156,50,50,0
5/9/1976,"Near Cuneca, Spain",Military - Imperial Iranian Air Force,228,"Terhan, Iran - Madrid, Spain - McGuire AFB, New Jersey",Boeing B-747-131F,5-283,19677/73,17,17,0
5/15/1976,"Chernigov, Ukraine, USSR",Aeroflot,,N/A,Antonov AN-24,CCCP-46534,57310108,52,52,0
5/18/1976,"Petersburg, Alaska",Lab Flying Service - Air Taxi,,"Haines, AK - Wrangell, AK",Piper PA-34,N55951,N/A,6,6,0
5/23/1976,"Zamboanga, Philipines",Philippine Air Lines,,Davao - Manila,BAC One-Eleven 527FK,RP-C1161,213,87,14,3
6/1/1976,"Nacias Nguema, Equatorial Guinea",Aeroflot,,Luanda - Moscow,Tupolev TU-154A,CCCP-85102,102,46,46,0
6/4/1976,"Agana, Guam",Air Manila,702,Wake Island - Guam - Manila,Lockheed 188A Electra,RP-C1061,1007,45,45,1
6/6/1976,"Off Kota Kinabalu, Malaysia",Sabah Air,,N/A,GAF Nomad N-22B,9M-ATZ,14,12,12,0
6/10/1976,"Somerset, Colorado",Sky Chopper  - Air Taxi,,"Grand Junction, CO - Somerset, CO",Bell 47G3B1,N7894S,N/A,2,2,0
6/27/1976,"Entebbe, Uganda",Air France,139,Tel-Aviv - Athens - Paris,Airbus A300,F-BVGG,19,258,7,0
7/5/1976,"Daiku, Burma",Military - Burma Air Force,,N/A,Douglas C-47,,N/A,17,17,0
7/24/1976,"Huntsville, Missouri",Reed Aviation - Air Taxi,,N/A,Piper PA-28R,N7941C,N/A,5,5,0
7/27/1976,"Greensburg, Kansas",Capitol Air Service - Air Taxi,,"Ulysses, KS - Greensburg, KS",Piper PA-34,N56712,N/A,3,2,0
7/28/1976,"Bratislava, Czechoslovakia",Ceskoslovenske Aerolinie,,Prague - Bratislava,Ilyushin IL-18L,OK-NAB,189001605,79,76,0
8/1/1976,"Billings, Vermont",Mamer - Shreck  - Air Taxi,,"Billings, MT - Cody, WY",Beechcraft S35,N8681Q,N/A,4,3,0
8/2/1976,"Near Tehran, Iran",Korean Airlines,,"Tehran, Iran - Seoul, Korea",Boeing 707-373,HL7412,19715/642,5,5,0
8/9/1976,N/A,Military - Spanish Air Force,,Moron - Canary Islands,Douglas C-54E,T4/11-352,27344,33,11,0
8/15/1976,"Andes Mountains, Ecuador",SAETA,,Quito - Cuenca,Vickers Viscount 785D,HC-ARS,377,59,59,0
8/25/1976,"Sunnyside, Utah",Green River Aviation - Air Taxi,,"Sunnyside, UT - Salt Lake City, UT",Cessna 185,N9924X,N/A,3,3,0
8/28/1976,"Shanisu River, Peru",Aeroperu,,Lima - Caracas,Canadair CL-44,OB-R-1104,N/A,6,6,0
8/28/1976,"Sondre Stromfjord,Greenland",Military - U.S. Air Force,,Thule AB - Sondrestrom AB,Lockheed C-141A (L.300),67-0008,6259,27,23,0
8/28/1976,"Near Thorney, England",Military - U.S. Air Force,,McGuire AFB - Mildenhall RAF,Lockheed C-141A (L.300),67-0006,6257,18,18,0
8/28/1976,"Ho Chi Minh City, Vietnam",Air France,,Ho Chi Minh City - Bangkok,Sud Aviation SE 210 Caravelle III,F-BSGZ,83,20,1,0
9/3/1976,"Lajes, Azores, Portugal",Military - Venezuelan Air Force,,Caracas - Praira da Vitoria,Lockheed C-130H,7772,4408,68,68,0
9/3/1976,"Timmins, Ontario, Canada",Austin Airways,,Moosonee - Timmins,de Havilland Canada DHC-3 Otter,CF-MIT,N/A,10,10,0
9/9/1976,"Off Adler, Russia",Aeroflot / Aeroflot,7957 /31,Donetsk - Sochi /Rostov na Donu - Kerch,Antonov AN-24 / Yakovlev Yak-40,46518/87772,37308504 / 9030713,90,90,0
9/10/1976,"Near Gaj, Hrvatska, Yugoslavia",Inex Adria Aviopromet / British Airways,330/476,Split - Koln / London - Istanbul,McDonnell Douglas DC-9-31 / Trident 3B,YU-AJR/G-AWZT,47649741 / 2320,176,176,0
9/19/1976,"Karatepe Mountains, Turkey",Turkish Airlines (THY),,Istanbul - Antalya,Boeing B-727-2F2,TC-JBH,20982/1087,154,154,0
9/22/1976,"Near Mosher Creek, Canada",Air West Airlines Ltd.,,N/A,de Havilland Canada DHC-6 Twin Otter 100,C-FAWF,67,19,1,0
9/22/1976,"San Bernardino, California",Loma Linda University - Air Taxi,,"Dagget, CA - Loma Linda, CA",Sikorsky S-55B,N9389,N/A,4,4,0
9/26/1976,"Near Alpena, Michigan",Military - U.S. Air Force,,N/A,Boeing KC-135A,61-0296,18203/518,20,15,0
10/4/1976,"Nairobi, Kenya",Emirates Air Transport,,N/A,Douglas DC-7CF,TZ-ARC,45467/970,4,4,0
10/6/1976,"Off Bridgetown, Barbados",Cubana de Aviacion,455,Bridgetown - Kingston,McDonnell Douglas DC-8-43,CU-T1201,45611/48,73,73,0
10/9/1976,"Busick, North Carolina",Aero National - Air Taxi,,"Greensville, NC - Philadelphia, PA",Piper PA-34,N15025,N/A,4,4,0
10/13/1976,"Near Bombay, India",Indian Airlines,,Mumbai - Chennai,Sud-Aviation Caravelle VI-N,VT-DWN,231,95,95,0
10/13/1976,"Santa Cruz, Bolivia",Lloyd Aéreo Boliviano,,Santa Cruz - Viru,Boeing B-707-31,N730JP,17671/48,3,3,113
10/20/1976,"Hampton, Virginia",Skyline Aviation - Air Taxi,,"Washington D.C. - Baltimore, MD",Piper PA-31,N61436,N/A,4,4,0
10/25/1976,"El Yopal, Colombia",Taxi Aereo el Venado,,Villavicencio - Cucuta,Douglas C-47DL,HK-149,4593,32,32,0
10/28/1976,"Near Petrolia, Brazil",Nordeste Linhas Aéreas,,N/A,Embraer 110C Bandeirante,PT-TBA,110004,6,2,0
11/4/1976,"Banjarmasin, Indonesia",Bali International Air Service,,N/A,Fokker F-27 Friendship 100,PK-KFR,10142,38,29,0
11/5/1976,AtlantiOcean,Inair Panama,,Curacao - Port-au-Prince,Douglas DC-3,HP-671,N/A,2,2,0
11/12/1976,"Shannon, Ireland",Aeroleasing - Air Taxi,,"Shannon, Ireland - Geneva, Switzerland",Piper PA-31T,HB-LHT,N/A,5,5,0
11/23/1976,"Eastville, Kisangani, Congo",PacifiWestern Airlines,,N/A,L-100-20,C-FPWX,4361,6,6,0
11/28/1976,"Moscow, Russia",Aeroflot,,Moscow - Leningrad,Tupolev TU-104B,CCCP-42471,21204,72,72,0
11/29/1976,"Grand Canyon, Arizona",Grand Canyon Air - Air Taxi,32-40443,"Grand Canyon, AZ - Denver, CO",Piper PA-32-300,N4125R,N/A,2,2,0
12/12/1976,"Cape May, New Jersey",AtlantiCity Airlines,977,AtlantiCity - Cap May,de Havilland Canada DHC-6 Twin Otter 300,N101AC,262,10,3,0
12/17/1976,"Kiev, USSR",Aeroflot,,N/A,Antonov AN-24RV,CCCP-46672,47309604,55,48,0
12/25/1976,"Near Bangkok, Thailand",EgyptAir,864,Cairo - Bangkok,Boeing B-707-366C,SU-AXA,20763,53,53,19
12/28/1976,Wisconson,Valley Air Service - Air Taxi,,"Anguilla Island, WI - Beef Island, WI",Piper PA-23-250,N4573P,27-82,6,6,0
12/31/1976,"Near Trujillo, Peru",Faucett,,Trujillo - Tarapoto,Douglas C-54A-1-DO,OB-R-247,7462,19,19,0
1/6/1977,"Near Palm Springs, California",Jet Avia Charter,,Palm Springs - Las Vegas,Gates Learjet 24B,N12MK,24B-192,4,4,0
1/13/1977,"Near Alma Ata,  Kazakastan, USSR",Aeroflot,3843,Novosibirsk - Alma Ata,Tupolev TU-104A,CCCP-42369,86601203,96,96,0
1/13/1977,"Anchorage, Alaska",Japan Air Lines,,"Mosses Lake, WA - Tokyo, Japan",Douglas DC-8,JA8054,46148/553,5,5,0
1/14/1977,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,,Prince George - Prince Rupert,de Havilland Canada DHC-6 Twin Otter 300,C-GNTB,463,12,12,0
1/15/1977,"Kalvesta, Sweden",Skyline Sweden,,Malmo - Bromma,Vickers Viscount 838,SE-FOZ,372,22,22,0
1/20/1977,N/A,North Canada Air,,N/A,Bristol 170 Freighter 31M,C-FWAD,13253,2,1,0
1/27/1977,"San Ramon, Bolivia",Transportes Aéreos Itenez,,N/A,Fairchild C-82,CP-983,10147,6,6,0
2/11/1977,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,,N/A,Avia 14T,OK-OCA,190013167,5,5,0
2/15/1977,"Mineralnye Vody, Russia",Aeroflot,,Tashkent - Mineralnyye Vody,Ilyushin IL-18V,CCCP-75520,183006703,77,77,0
2/28/1977,"Near Saglouc, Canada",Survair,,N/A,Douglas DC-3,C-FNAR,13154,10,4,0
3/1/1977,"Off Aden, Yemen",Alyemda,,Aden - Al Kari,Douglas DC-3,7O-ABF,13475,21,20,0
3/3/1977,"Near Cascina, Italy",Military - Italian Air Force,,Training,Lockheed C-130H,MM61995,4491,44,44,0
3/4/1977,"Niamey, Niger",Overseas National Airways,,"Paris, France - Niamey, Nigher",McDonnell Douglas DC-8-63CF,N8635,46050/430,4,2,0
7/6/1977,"Saint Louis, Missouri",Fleming International Airways,,"Saint Louis, MO - Detroit, MI",Lockheed L-188AF Electra,N280F,1076,3,3,0
3/4/1977,"Tezzeron Lake, British Columbia, Canada",Private,-,Prince George - Tezzeron Lake,Pipper PA-23-250 Aztec,C-GNLL,N/A,5,5,0
3/27/1977,"Tenerife, Canary Islands",Pan American World Airways / KLM,1736/4805,Tenerife - Las Palmas / Tenerife - Las Palmas,Boeing B-747-121 / Boeing B-747-206B,N736PA/PH-BUF,19643/11 / 20400/157,644,583,0
3/29/1977,"Bainaha Valley, Indonesia",Merpati Nusantara Airlines,,Palu - Toli Toli,de Havilland Canada DHC-6 Twin Otter 300,PK-NUP,486,23,15,0
3/30/1977,"Near Zhadanof, Russia",Aeroflot,,N/A,Yakovlev YAK-40,CCCP-87738,9010310,27,8,0
4/4/1977,"New Hope, Georgia",Southern Airways,242,Huntsville - Atlanta,McDonnell Douglas DC-9-31,N1335U,47393/608,85,62,8
4/10/1977,"SW of Bogota, Colombia",Taxi Aereo el Venado,,Villavicencio - Bogota,Douglas DC-3-3A,HK-556,4958,35,35,0
4/19/1977,"Tapa AFB, Estonia",Military - Soviet Air Force,,Parnu - Tapa,Antonov An-24,,N/A,21,21,0
4/27/1977,"Guatemala City, Guatemala",Aviateca,,N/A,Convair CV-440,TG-ACA,143,28,28,0
5/10/1977,"Near Jericho, Jordan",Military - Israel Air Force,,N/A,Sikorsky CH-53D (helicopter),360,N/A,54,54,0
5/13/1977,"Beiruit, Lebanon",LOT Polish Airlines,,"Varna, Bulgaria  - Beiruit, Lebanon",Antonov An-12BP,SP-LZA,6344307,9,9,0
5/14/1977,"Near Lusaka, Zambia",IAS Cargo,,"Nairobi, Kenya  - Luskaka, Zambia",Boeing 707-321C,G-BEBP,18579/332,6,6,0
5/16/1977,"New York, New York",New  York Helicopter,,Pan Am building - JFK Airport,Sikorsky S61L,N619PA,61427,25,4,1
5/27/1977,"Havana, Cuba",Aeroflot,,N/A,Ilyushin IL-62M,CCCP-86614,51903,70,68,1
5/31/1977,"Houma, Louisiana",Intracostals - Air Taxi,,"Houma, LA - Return",Cessna 185,N3345L,N/A,3,3,0
6/3/1977,"Natal, Brazil",Military - Brazilian Air Force,,N/A,Embraer C-95 Bandeirante,FAB2157,110057,18,18,0
6/20/1977,"Salto-Nueva Hesperides, Uruguay",Fuerza Aérea Uruguaya,,Carrasco - Salto-Nueva Hesperides,Embraer 110C Bandeirante,CX-BJE,110083,15,5,0
6/21/1977,Off Wake Island,Military - U.S. Navy,,N/A,Lockheed EC-130Q,156176,4280,16,16,0
7/8/1977,"Off Kirovograd, Ukraine",Aeroflot,,N/A,Antonov AN-24,CCCP-46847,27307505,7,6,0
7/14/1977,"Near Cuangar, Angola",Military - Angolan Air Force,,N/A,Antonov AN-26,,N/A,30,30,0
7/20/1977,"Jima, Ethiopia",Ethiopian Airlines,,Tippi - Jima,Douglas DC-3,ET-ABF,6069,5,5,0
7/21/1977,"Ruby, Alaska",Harold's Air Service,,Ruby - Colorado Creek,Britten-Norman BN-2A-6 Islander,N22JA,264,4,1,0
7/24/1977,"Near Puerto Montt, Chile",Military - Chilean Air Force,,Punta Arenas - Santiago,Douglas DC-6B,FAC-989,45534,82,38,0
7/25/1977,"Near Yoro, Honduras",Military - Honduran Air Force,,Yoro - Honduran,Douglas C-47,FAH-301,6096,40,25,0
7/25/1977,"Bernard Creek, Idaho",Gaige Aviation - Air Taxi,,"Boise, ID - Flying B Ranch, ID",Piper PA-32R,N9228K,N/A,5,5,0
8/1/1977,"Encino, California",Private KNBC Los Angeles,,Burbank - Santa Barbara,Bell 206B JetRanger,N4TV,N/A,2,2,0
8/7/1977,"Near El Bolson, Argentina",LADE,,El Bolson - Rivadavia,de Havilland Canada DHC-6 Twin Otter 200,T-87,230,6,6,0
8/11/1977,"Engle, New Mexico",Southwest Aviation - Air Taxi,,"Albuquerque, NM - Las Cruces, NM",Cessna U206,N8062Z,N/A,4,4,0
8/12/1977,"Parkersburg, West Virginia",Rambar Aviation - Air Taxi,,"Buffalo, NY - Parkersburg, WV",Beechcraft 58,N9265Q,N/A,4,4,0
8/20/1977,"San Jose, Costa Rica",Monarch Aviation,,N/A,Convair CV-880,N8817E,N/A,3,3,0
8/20/1977,"Deadhorse, Alaska",Kenai Air Service - Air Taxi,,"Deadhorse, AK - Eskimo Island, AK",Bell 206B,N59382,N/A,3,3,0
8/25/1977,"Kona, Hawaii",Island Airways,,Honolulu - Kona,Shorts SC-7 Skyvan 3-200,N4917,SH-1850,2,2,0
9/2/1977,Off Hong Kong,Transmeridian Air Cargo,3751,N/A,Canadair CL-44D4-2,G-ATZH,21,4,4,0
9/2/1977,"Minto Lake, Alaska",Wright Air Service - Air Taxi,,"Minto Lake, AK - Fairbanks, AK",Helo 295,N99798,1441,3,3,0
9/4/1977,"Near Cuenca, Ecuador",Servicios Aereos Nacionales Airways,,Guayaquil - Cuenca,Vickers Viscount 764D,HC-BCL,185,33,33,0
9/6/1977,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,302,Iliamna - Anchorage,de Havilland Canada DHC-6 Twin Otter 200,N563MA,196,13,13,0
9/8/1977,"Mt. Loi Hsam Hsao, Burma",Burma Airways,,Mongasat - Keng Tung,de Havilland Canada DHC-6 Twin Otter 300,XY-AEH,540,19,19,0
9/12/1977,"Yakutat, Alaska",Safe Air Cargo,,Yakutat - Anchorage,Douglas DC-7BF,N6314J,45359/868,4,4,0
9/14/1977,"Near Albuquerque, New Mexico",Military - U.S. Air Force,,Kirkland AFB - Nellis AFB,Boeing - EC-135K,62-3536,N/A,20,20,0
9/22/1977,"Bucharest, Romania",Malev Hungarian Airlines,,Istanbul - Bucharest,Tupolev TU-134,HA-LBC,8350605,53,29,0
9/23/1977,"Salida, Colorado",Salida Flying Service - Air Taxi,,"Salida, CO - Cortez, CO",Cessna U206,N1452M,N/A,6,6,0
9/27/1977,"Kuala Lumpur,  Malaysia",Japan Air Lines,715,Hong Kong - Kuala Lumpur,McDonnell Douglas DC-8-62H,JA-8051,46152/550,79,34,0
10/1/1977,"Stevens Pass, Pennsylvania",Kenmore Air  - Air Taxi,,"Kenmore, WA - Lake Hatheume, Canada",de Havilland DHC-2,N64391,N/A,7,7,0
10/10/1977,"Grand Chenier, Louisiana",Air Logistics,,"New Iberia, LA - Grand Chenier, LA",Bell 206B,N157AL,N/A,2,2,0
10/20/1977,"Near Gillsburg, Mississippi",L & J Company,,Greenville - Baton Rouge,Convair CV-300,N55VM,3,26,6,0
10/21/1977,"Mindoro, Philippines",Military - U.S. Marine Corps,,N/A,Sikorksky CH-53 (helicopter),157139,N/A,37,24,0
11/3/1977,"Belgrade, Yugoslavia",El Al,,N/A,Boeing B-747,,N/A,1,1,0
11/3/1977,"San Cristobal de las Casas, Mexico",Servicios Aereos Martinez Leon,,Palenque - San Cristobal de las Casas,Britten-Norman BN-2A-8 Trislander,XA-FUA,388,13,13,0
11/19/1977,"Near Funchal, Island of Madeira, Portugal",TAP (Air Portugal),425,Brussels - Funchal,Boeing B-727-282,CS-TBR,20972/1096,164,131,0
11/19/1977,"Rome, Italy",Ethiopian Airlines,,"Rome, Italy - Asmara, Ethiopia",Boeing 707-360C,ET-ACD,19736/696,5,5,0
11/21/1977,"Near Point Hope, Alaska",Munz Northern Airlines,,N/A,Britten-Norman BN-2A-8 Islander,N36MN,546,2,2,0
11/21/1977,"Near Bariloche, Argentina",Austral Lineas Aeras (Argentina),,Buenos  Aires - San Carlos de Bariloche,BAC One-Eleven 420EL,LV-JGY,155,79,46,0
11/26/1977,"Near Beziers, France",Military - French Air Force,,N/A,Nord 2501 Noratlas,182,N/A,34,34,0
11/29/1977,"Pinehurst, North Carolina",Resort Air Service - Air Taxi,,"Charlotte, NC - Pinehurst, NC",Beechcraft 58,N4461S,N/A,2,2,0
12/2/1977,"Near Al Bayda, Lebanon",Balkan Bulgarian Airlines,,Jeddah - Benghazi,Tupolev TU-154B,LZ-BTN,54,165,59,0
12/4/1977,"Straits of Johore, near Kampung Ladang, Malaysia",Malaysia Airlines,653,Penang - Kuala Lumpur,Boeing B-737-2H6,9M-MBD,20585/306,100,100,0
12/8/1977,"Intracostal City, Louisiana",Petroleum Helicopter,,N/A,SNIAS SA330J,N4730S,N/A,19,17,0
12/9/1977,"Tarko-Saley, USSR",Aeroflot,,N/A,Antonov AN-24,CCCP-47695,27307602,23,17,0
12/11/1977,"Hierro, Canary Islands",Military - U.S. Navy,,N/A,Lockheed P-3B Orion,153428,185-5225,13,13,0
12/13/1977,"Evansville, Indiana","National Jet Services Inc.,  (Air Indiana)",216,Evansville - Nashville,Douglas DC-3,N51071,4837,29,29,0
12/14/1977,"Davenport, Indiana",Straley Flying Service - Air Taxi,,"Davenport, IA - Davenport, IA",Piper PA-34,N1634H,N/A,2,2,0
12/18/1977,"Off Madeira, Portugal",SATA,730,Geneva - Funchal,Aerospatiale Caravelle 10R,HB-ICK,200,57,36,0
12/18/1977,"Near Salt Lake City, Utah",United Air Lines,,"San Francisco, CA - Salt Lake City, Utah",Douglas DC-8-54F,N8047U,45880/275,3,3,0
12/19/1977,"Vieques, Puerto Rico",Vieques Air Link,,"St Croix, VI - Vieques, PR",Britten-Norman BN-2A Islander,N862JA,184,10,5,0
12/21/1977,"Nanisivik, Canada",Kenn Borek Air,,N/A,de Havilland Canada DHC-6 Twin Otter 300,CF-ABW,278,8,8,0
12/22/1977,"Giddings, Texas",Aviation Charter - Air Taxi,,"Houston, TX - Austin, TX",Piper PA-28R,N116MM,N/A,2,2,0
12/24/1977,"Willemstad, Curacao, Netherlands Antilles",Valley Air Service,,N/A,Piper PA-31-350 Navajo,,N/A,10,10,0
12/29/1977,"Cuenca, Ecuador",Servicios Aereos Nacionales,,Guayaquil - Cuenca,Vickers Viscount 764 D,HC-BEM,183,24,24,0
1/1/1978,"Off Bandra, Maharashtra, India",Air India,855,Bombay - Dubai,Boeing B-747-237B,VT-EBD,19959/124,213,213,0
1/6/1978,"Marion, Illinois",Aviation Charter - Air Taxi,,"Greenville, KY - Marion, IL",Cessna 337G,N719047,N/A,2,2,0
1/24/1978,"Dubois, Pennsylvania",Henry Webber Air - Air Taxi,,"Dubois, PA - Lancaster, PA",Aerostar 601P,N1BE,61P0245041,2,2,0
1/27/1978,"Near San Vincente, Colombia",SADELCA,,Neiva - San Vincente,Douglas DC-3,HK-1351X,42958,14,14,0
1/31/1978,"Eirunepe, Brazil",TABA,,N/A,Embraer 110P Bandeirante,PT-GKW,110128,14,2,0
2/10/1978,"Near Artigas, Uruguay",Military - Uruguayan Air Force,,Artigas - Montevideo,Douglas C-47A-DL,T511,19301,44,44,0
2/10/1978,"Richland, Washington",Columbia PacifiAirlines,23,"Richland, WA - Seattle, WA",Beechcraft 99,N199EA,U037,17,17,0
2/11/1978,"Cranbrook, British Columbia, Canada",PacifiWestern Airlines,314,Calgary - Cranbrook,Boeing B-737-275,C-FPWC,20142/253,49,42,0
2/18/1978,"Genoa Peak, Nevada",Chartair - Air Taxi,,"Los Angeles, CA - Lake Tahoe, CA",Beechcraft 58,N4307W,N/A,4,4,0
2/27/1978,"Merrill Pass, Alaska",Yute Air Alaska - Air Taxi,,"Dillingham, AK - Anchorage, AK",Evangel 4500,N4508L,N/A,3,3,0
2/28/1978,"Solvang, California",Security Air,,"Visalia, CA - Santa Barbara, CA - Santa Maria, CA",Aero Commander 500A,N6143X,N/A,7,7,0
3/1/1978,"LAX, Los Angeles, California",Continental Airlines,603,Los Angeles - Honolulu,McDonnell Douglas DC-10-10,N68045,46904,200,2,0
3/1/1978,"Agana, Guam",Island Air,,"Agana, Guam - Rota, TT",Cessna 337F,N101SX,N/A,6,2,0
3/2/1978,"Kano, Nigeria",Nigeria Airways,,N/A,Fokker F-28 Fellowship 1000 / MiG-21,5N-ANA / ,11993,18,18,0
3/3/1978,"Off Caracas, Venezuela",LAV - Linea Aeropostal Venezolana,,Caracas - Cumana,British Aerospace 748 2A,YV-45C,1744,47,47,0
3/7/1978,"Laurel, Mississippi",Hesler Noble - Air Taxi,,"Jackson, MS - Laurel, MS",Cessna 310I,N8114M,N/A,2,2,0
3/14/1978,"Whitelake, Michigan",Wyman Pilot Service - Air Taxi,,"Flint, MI - Whitelake, MI",Beechcraft D18,N427Q,N/A,2,2,0
3/16/1978,"Vrastsa, Bulgaria",Balkan Bulgarian Airlines,,Sofia - Warszawa,Tupolev TU-134,LZ-TUB,8350501,73,73,0
3/22/1978,"Near Riverside, California",Lake Havasu Air,,"Santa Ana, CA - Lake Havasu, AZ",Cessna T207A,N7354U,N/A,6,6,0
3/25/1978,"Okaraba, Burma",Burma Airways,,Yangon - Myitkyina,Fokker F-27 Friendship 200,XY-ADK,10235,48,48,0
3/26/1978,"Volta Redonda, Rio de Janeiro, Brazil",Aero Clube de Volta Redonda,,Local tour,Piper Cherokee Arrow  PA-28,PT - CIH,N/A,4,4,0
4/4/1978,"Off Galveston, Texas",Air Logistics,,N/A,Bell 212,N140AL,N/A,6,3,0
4/5/1978,"St. Thomas, Virgin Islands",Antilles Air,,"St. John, VI - St. Croix, VI",Grumman G-21,N877A,N/A,9,2,0
4/20/1978,"Near Murmansk, Russia",Korean Airlines,902,Paris - Seoul,Boeing B-707-321B,HL-7429,19363/623,109,2,0
4/23/1978,"Arlington, Indiana",Air Taxi,,"Trenton, NJ - Indianappolis, IN",Piper PA-31,N49MC,N/A,9,9,0
4/27/1978,"Upolu, West Samoa",South PacifiIsland Airways,,"Pago Pago, American Samoa - Apia, Western Samoa",Cessna 402B,N3SP,402B0930,10,10,0
4/29/1978,"Bogota, Colombia",LAC Colombia,,Bogota - Barranquilla,Douglas C-118A,HK-1705,43565/243,12,8,0
9/13/1978,"Whittier, AK",Alaska Travel,,"Anchorage, AK - Whittier, AK",de Havilland DHC-2,N37741,N/A,6,6,0
5/8/1978,"Pensacola, Florida",National Airlines,193,"Miami, FL - Pensacola, FL - Mobile, AL",Boeing B-727-235,N4744,19464,58,3,0
5/18/1978,"Kouchi, Japan",Military - Japan Maritime Self Defense Force,,N/A,PS-1 amphibious ASW,,N/A,13,13,0
5/19/1978,"Pochinok, Russia",Aeroflot,,Baku - Leningrad,Tupolev TU-154B,CCCP-85169,76A-169,134,4,0
6/23/1978,"Saint John's, Newfoundland",Gander Aviation,,Survey,Beech Queen Air A80,C-GGAL,N/A,10,10,0
6/26/1978,"Toronto, Canada",Air Canada,189,Toronto - Winnipeg,McDonnell Douglas DC-9-32,C-FTLV,47197,107,2,0
6/26/1978,"Off Bergen, Norway",Helikopter Service,,Bergen - Stratjford-A,Sikorsky S-61N,LN-OQS,N/A,18,18,0
7/24/1978,"Near Nairobi, Kenya",Amphibians,,Samburu - Nairobi,Britten Norman BN-2A Trislander Mk.III-2,5Y-CMC,1032,11,5,0
8/14/1978,"Sogamoso, Bolivia",Aeropeca,,N/A,Curtiss C-46,HK-1350,22557,18,18,0
8/25/1978,"Laboucher Bay, Alaska",Webber Air - Air Taxi,,"Laboucher, AK - Ketchican, AK",Grumman G-21 Goose,N1045,1195,12,12,0
8/25/1978,"Raton, New Mexico",Air Taxi,,"Kansas City, MO - Raton, NM",Mitsubishi MU-2J,N178MA,N/A,6,6,0
8/26/1978,"Papun, Burma",Burma Airways,,N/A,de Havilland Canada DHC-6 Twin Otter 300,XY-AEI,541,14,14,0
8/30/1978,"Las Vegas, Nevada",Las Vegas Airlines,,"Las Vegas, NV - Santa Ana, CA",Piper PA-31-350 Chieftain,N44LV,N/A,10,10,0
9/2/1978,AtlantiOcean,Antillies Air - Air Taxi,,"St. Croix, VI - St. Thomas, VI",Grumman G-21A,N7777V,N/A,11,4,0
9/3/1978,"Coal Harbour, BC, Canada",AirWest Airlines,,Victoria harbor - Victoria Harbor Water Aerodome,de havilland Canada Twin Otter 200,C-FAIV,215,13,11,0
9/3/1978,"Conakry, Guinea",Air Guinee,,N/A,Ilyushin IL-18,3X-GAX,187009803,17,15,0
